index,customerID,Churn,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChargesMonthly
1209,1728-CXQBE,0,Male,1,1,0,64,1,Yes,Fiber_optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic_check,94.25
1210,1729-VLAZJ,0,Female,0,0,1,10,0,No_phone_service,DSL,Yes,Yes,No,Yes,No,No,One_year,0,Mailed_check,40.25
1211,1730-VFMWO,0,Female,0,1,0,34,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank_transfer_(automatic),50.2
1212,1730-ZMAME,0,Female,1,0,0,32,1,No,Fiber_optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic_check,79.5
1213,1731-TVIUK,1,Female,0,0,0,4,1,Yes,Fiber_optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic_check,93.5
1214,1732-FEKLD,0,Female,0,0,0,54,1,Yes,Fiber_optic,No,Yes,Yes,No,Yes,No,One_year,1,Bank_transfer_(automatic),94.75
1215,1732-VHUBQ,1,Female,1,1,1,47,1,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,0,Bank_transfer_(automatic),70.55
1216,1734-ZMNTZ,0,Female,0,1,1,11,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Mailed_check,25.0
1217,1735-XMJVH,0,Male,0,1,1,8,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,1,Mailed_check,19.35
1219,1740-CSDJP,1,Male,0,0,0,1,0,No_phone_service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Bank_transfer_(automatic),35.25
1220,1741-WTPON,0,Male,0,1,1,56,1,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,0,Mailed_check,115.85
1221,1744-JHKYS,0,Female,0,1,0,34,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Electronic_check,24.7
1222,1746-TGTWV,0,Male,0,1,0,1,1,No,Fiber_optic,No,No,Yes,No,No,No,Month-to-month,0,Credit_card_(automatic),75.35
1223,1750-CSKKM,1,Male,0,0,1,9,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Electronic_check,55.35
1224,1751-NCDLI,0,Male,1,1,0,46,1,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic_check,98.85
1225,1752-OZXFY,0,Male,0,1,0,60,1,No,DSL,Yes,No,No,No,Yes,No,One_year,1,Mailed_check,59.8
1226,1754-GKYPY,0,Male,1,1,0,22,1,No,Fiber_optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank_transfer_(automatic),89.75
1227,1755-FZQEC,0,Male,0,0,0,39,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,0,Mailed_check,19.9
1228,1755-RMCXH,0,Male,0,1,1,2,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,20.3
1229,1757-TCATG,0,Male,0,1,1,35,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,0,Bank_transfer_(automatic),20.05
1230,1760-CAZHT,0,Male,0,0,1,25,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,20.8
1231,1761-AEZZR,1,Male,0,0,0,1,1,No,Fiber_optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic_check,79.55
1232,1763-KUAAW,0,Female,1,0,0,18,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,0,Bank_transfer_(automatic),20.35
1233,1763-WQFUK,0,Male,0,0,0,3,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed_check,50.5
1234,1764-VUUMT,0,Male,0,0,1,66,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Credit_card_(automatic),19.95
1235,1766-GKNMI,0,Male,0,0,0,29,1,Yes,Fiber_optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic_check,84.9
1237,1767-CJKBA,0,Male,0,0,0,66,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Mailed_check,25.1
1238,1767-TGTKO,0,Female,0,1,1,8,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic_check,45.45
1239,1768-HNVGJ,0,Female,1,0,0,45,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,1,Electronic_check,70.05
1240,1768-ZAIFU,1,Female,1,0,0,1,0,No_phone_service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic_check,25.2
1241,1769-GRUIK,0,Female,0,0,0,18,1,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,1,Electronic_check,71.1
1242,1771-OADNZ,1,Male,1,1,0,29,1,Yes,Fiber_optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic_check,95.9
1243,1775-KWJKQ,0,Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,0,Credit_card_(automatic),89.85
1244,1776-SPBWV,0,Female,0,1,1,34,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,1,Bank_transfer_(automatic),20.1
1245,1777-JYQPJ,0,Male,0,0,0,2,0,No_phone_service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed_check,24.3
1246,1779-PWPMG,0,Female,1,1,0,72,1,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,1,Bank_transfer_(automatic),114.65
1247,1784-BXEFA,0,Female,0,0,0,10,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,1,Mailed_check,20.55
1248,1784-EZDKJ,0,Male,0,1,0,51,1,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,One_year,1,Bank_transfer_(automatic),106.8
1249,1785-BPHTP,0,Male,0,1,1,28,1,No,Fiber_optic,No,No,Yes,No,Yes,No,Month-to-month,0,Electronic_check,85.45
1250,1790-NESIO,0,Female,0,0,0,13,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,1,Mailed_check,20.4
1251,1791-PQHBB,0,Female,0,0,1,2,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Credit_card_(automatic),61.2
1252,1792-UXAFY,1,Female,1,0,0,17,1,No,Fiber_optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic_check,89.15
1253,1794-HBQTJ,1,Female,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit_card_(automatic),48.6
1254,1794-SWWKL,0,Male,0,1,1,15,1,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Bank_transfer_(automatic),59.65
1255,1796-JANOW,0,Female,0,0,0,2,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,19.95
1256,1803-BGNBD,0,Female,0,0,0,12,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic_check,54.3
1257,1809-DMJHQ,1,Female,0,0,1,5,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed_check,46.0
1258,1810-BOHSY,0,Male,0,1,0,51,1,Yes,Fiber_optic,Yes,Yes,No,No,No,Yes,One_year,1,Credit_card_(automatic),96.4
1259,1810-MVMAI,0,Male,0,1,1,30,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,0,Electronic_check,67.6
1260,1813-JLKWR,0,Female,0,1,1,64,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,0,Bank_transfer_(automatic),19.8
1261,1813-JYWTO,0,Female,0,1,0,72,1,Yes,Fiber_optic,Yes,No,No,No,No,No,Two_year,0,Bank_transfer_(automatic),80.45
1262,1814-DKOLC,0,Female,0,0,0,5,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,25.45
1263,1814-WFGVS,0,Male,0,1,1,72,0,No_phone_service,DSL,Yes,No,Yes,Yes,Yes,No,Two_year,0,Mailed_check,48.9
1264,1816-FLZDK,0,Male,0,0,0,1,0,No_phone_service,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed_check,29.15
1265,1818-ESQMW,0,Female,0,0,0,27,1,No,Fiber_optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic_check,89.2
1266,1820-DJFPH,0,Female,0,1,1,72,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,1,Bank_transfer_(automatic),24.05
1267,1820-TQVEV,1,Male,0,0,0,1,1,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,1,Electronic_check,69.55
1268,1821-BUCWY,0,Male,0,0,0,30,1,No,DSL,Yes,No,Yes,No,No,No,Two_year,1,Mailed_check,55.65
1269,1830-GGFNM,0,Male,0,1,1,65,1,Yes,Fiber_optic,Yes,Yes,Yes,Yes,No,No,Two_year,0,Credit_card_(automatic),94.55
1270,1830-IPXVJ,0,Female,0,1,1,61,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Credit_card_(automatic),19.75
1271,1832-PEUTS,0,Male,0,1,1,62,1,Yes,Fiber_optic,No,No,Yes,No,Yes,No,Two_year,1,Credit_card_(automatic),89.1
1272,1833-TCXKK,0,Male,0,1,0,45,1,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank_transfer_(automatic),107.75
1273,1833-VGRUM,1,Female,1,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month-to-month,1,Electronic_check,74.2
1274,1834-ABKHQ,0,Female,0,1,1,52,1,No,DSL,No,No,Yes,No,No,No,One_year,1,Bank_transfer_(automatic),50.95
1275,1834-WULEG,0,Male,0,1,1,24,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,0,Mailed_check,20.25
1276,1837-YQUCE,0,Female,0,0,0,70,0,No_phone_service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two_year,1,Bank_transfer_(automatic),58.35
1277,1839-FBNFR,0,Female,0,1,1,39,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,1,Bank_transfer_(automatic),19.85
1278,1839-UMACK,0,Male,0,0,0,42,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,0,Electronic_check,25.05
1279,1840-BIUOG,0,Male,0,0,0,20,1,Yes,DSL,No,Yes,No,Yes,Yes,No,One_year,1,Electronic_check,68.7
1280,1841-YSJGV,0,Male,0,1,0,72,1,Yes,Fiber_optic,Yes,Yes,No,Yes,Yes,Yes,Two_year,1,Credit_card_(automatic),109.95
1281,1842-EZJMK,1,Male,0,1,1,50,1,Yes,Fiber_optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,0,Electronic_check,103.7
1282,1843-TLSGD,0,Female,0,1,1,13,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Mailed_check,20.85
1283,1845-CSBRZ,0,Female,1,1,1,22,1,Yes,Fiber_optic,No,No,No,No,Yes,No,Month-to-month,0,Bank_transfer_(automatic),85.35
1284,1845-ZLLIG,0,Male,0,0,0,1,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed_check,50.15
1285,1846-XWOQN,1,Female,1,0,0,1,1,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,1,Electronic_check,70.15
1286,1848-LBZHY,0,Female,0,1,0,7,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank_transfer_(automatic),50.3
1287,1849-RJYIG,0,Female,0,0,0,8,1,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic_check,60.0
1288,1850-AKQEP,0,Male,0,0,1,8,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,20.35
1289,1852-QSWCD,0,Male,0,1,1,64,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,1,Mailed_check,24.8
1290,1852-XEMDW,0,Male,0,0,0,22,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Mailed_check,65.05
1291,1853-ARAAQ,0,Female,0,0,0,26,0,No_phone_service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit_card_(automatic),50.35
1292,1853-UDXBW,1,Male,0,1,1,1,1,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,1,Electronic_check,70.0
1293,1855-AGAWH,0,Male,0,1,0,31,1,No,Fiber_optic,No,No,Yes,No,Yes,Yes,One_year,1,Electronic_check,93.8
1294,1855-CFULU,0,Female,1,0,0,4,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,20.05
1295,1862-QRWPE,0,Female,0,1,1,48,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Bank_transfer_(automatic),20.65
1296,1862-SKORY,1,Female,1,1,0,40,0,No_phone_service,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic_check,39.3
1297,1866-DIOQZ,0,Female,0,1,0,71,0,No_phone_service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One_year,0,Bank_transfer_(automatic),66.8
1298,1866-NXPSP,0,Female,0,0,0,36,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One_year,1,Mailed_check,75.55
1299,1866-OBPNR,0,Male,0,1,1,1,1,No,Fiber_optic,No,Yes,No,No,No,No,Month-to-month,0,Credit_card_(automatic),74.6
1300,1866-RZZQS,1,Male,1,0,0,41,1,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic_check,98.4
1301,1866-ZSLJM,0,Male,0,0,0,21,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Credit_card_(automatic),20.5
1302,1867-BDVFH,1,Male,0,1,1,11,1,Yes,Fiber_optic,No,No,No,No,No,No,Month-to-month,1,Electronic_check,74.35
1304,1867-TJHTS,0,Female,0,0,0,58,1,Yes,Fiber_optic,Yes,No,No,No,No,No,Month-to-month,1,Bank_transfer_(automatic),79.8
1305,1871-MOWRM,1,Male,0,1,0,12,1,No,Fiber_optic,Yes,No,No,Yes,No,No,Month-to-month,0,Bank_transfer_(automatic),80.85
1306,1872-EBWSC,0,Female,0,0,0,29,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,0,Mailed_check,20.35
1307,1875-QIVME,1,Female,0,1,0,2,1,Yes,Fiber_optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic_check,104.4
1308,1877-HKBQX,0,Female,0,0,0,11,1,No,DSL,Yes,No,No,Yes,No,No,One_year,1,Mailed_check,54.6
1309,1891-FZYSA,1,Male,1,1,0,69,1,Yes,Fiber_optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic_check,89.95
1310,1891-QRQSA,0,Male,1,1,1,64,1,Yes,Fiber_optic,Yes,No,Yes,Yes,Yes,Yes,Two_year,1,Bank_transfer_(automatic),111.6
1311,1891-UAWWU,1,Female,1,1,0,20,1,Yes,Fiber_optic,No,No,Yes,No,Yes,No,Month-to-month,0,Electronic_check,90.8
1312,1894-IGFSG,1,Female,0,0,0,22,1,No,Fiber_optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic_check,89.25
1313,1895-QTKDO,0,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit_card_(automatic),43.95
1314,1897-OKVMW,0,Female,0,1,1,64,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,1,Mailed_check,90.6
1315,1897-RCFUM,0,Female,0,1,1,39,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,1,Mailed_check,24.2
1316,1898-JSNDC,0,Female,0,0,0,39,1,No,DSL,No,Yes,No,No,Yes,No,One_year,1,Credit_card_(automatic),58.6
1317,1899-VXWXM,1,Male,0,0,0,48,1,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,One_year,1,Credit_card_(automatic),106.1
1318,1902-XBTFB,1,Male,0,0,1,22,1,No,Fiber_optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic_check,89.4
1319,1904-WAJAA,0,Female,0,1,1,24,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two_year,0,Electronic_check,64.35
1320,1905-OEILC,0,Female,0,0,0,1,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,19.5
1321,1907-UBQFC,1,Male,1,0,0,10,1,No,Fiber_optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic_check,72.85
1322,1907-YLNYW,0,Male,0,0,0,8,1,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,Electronic_check,66.7
1323,1910-FMXJM,0,Female,0,1,0,36,1,No,Fiber_optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic_check,80.4
1324,1915-IOFGU,1,Female,0,0,0,1,1,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,0,Electronic_check,70.5
1325,1915-OAKWD,0,Female,0,0,1,16,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,1,Bank_transfer_(automatic),19.3
1326,1918-ZBFQJ,1,Female,0,0,0,13,1,No,Fiber_optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic_check,79.25
1327,1919-RTPQD,0,Male,0,1,1,7,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic_check,44.75
1328,1921-KYSAY,0,Female,0,0,0,41,1,Yes,DSL,No,No,Yes,Yes,No,Yes,One_year,1,Electronic_check,68.6
1329,1925-GMVBW,0,Female,0,0,0,5,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Credit_card_(automatic),20.55
1330,1925-LFCZZ,0,Male,1,0,0,55,0,No_phone_service,DSL,No,No,Yes,No,Yes,Yes,One_year,1,Bank_transfer_(automatic),50.05
1331,1925-TIBLE,1,Female,0,1,0,7,1,Yes,Fiber_optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic_check,86.5
1332,1926-QUZNN,0,Female,0,1,0,72,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,1,Bank_transfer_(automatic),25.25
1333,1927-QEWMY,0,Female,0,1,0,72,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Credit_card_(automatic),20.5
1334,1928-BXYIV,0,Male,0,0,0,1,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic_check,61.15
1335,1929-ZCBHE,0,Male,0,1,1,47,0,No_phone_service,DSL,Yes,No,Yes,Yes,No,No,One_year,0,Electronic_check,40.3
1336,1930-BZLHI,0,Male,0,0,0,21,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,1,Mailed_check,20.35
1337,1930-QPBVZ,0,Male,0,1,1,68,1,No,Fiber_optic,Yes,Yes,No,Yes,No,Yes,Two_year,0,Bank_transfer_(automatic),95.1
1338,1930-WNXSB,0,Male,0,1,1,58,1,No,Fiber_optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic_check,92.85
1339,1932-UEDCX,0,Male,1,1,0,33,1,Yes,Fiber_optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank_transfer_(automatic),100.6
1340,1934-MKPXS,0,Male,0,1,1,33,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,0,Credit_card_(automatic),20.1
1341,1934-SJVJK,1,Male,0,0,0,1,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,20.15
1342,1935-IMVBB,0,Male,0,1,0,56,1,No,Fiber_optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed_check,89.7
1343,1936-CZAKF,0,Male,0,1,0,49,0,No_phone_service,DSL,No,Yes,No,No,Yes,Yes,Two_year,0,Credit_card_(automatic),49.65
1344,1936-UAFEH,0,Female,0,0,0,68,1,Yes,Fiber_optic,Yes,Yes,No,Yes,Yes,Yes,Two_year,0,Credit_card_(automatic),110.25
1345,1937-OTUKY,0,Female,0,1,0,72,1,Yes,Fiber_optic,Yes,No,Yes,Yes,Yes,No,Two_year,1,Bank_transfer_(automatic),98.2
1346,1941-HOSAM,0,Male,0,1,1,1,1,No,Fiber_optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic_check,90.1
1347,1942-OQFRW,0,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic_check,44.0
1348,1945-XISKS,0,Female,0,1,0,67,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Mailed_check,19.65
1349,1950-KSVVJ,0,Female,0,1,0,45,1,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,One_year,0,Mailed_check,113.3
1350,1951-IEYXM,0,Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,1,Credit_card_(automatic),90.6
1351,1952-DVVSW,0,Female,0,1,0,10,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,0,Mailed_check,20.1
1352,1955-IBMMB,0,Male,0,0,0,59,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,1,Bank_transfer_(automatic),20.2
1353,1956-YIFGE,0,Male,0,1,1,22,1,No,Fiber_optic,No,Yes,Yes,No,Yes,Yes,One_year,1,Mailed_check,100.05
1354,1958-RNRKS,0,Male,0,1,0,30,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic_check,49.9
1355,1960-UOTYM,0,Male,0,1,1,52,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two_year,0,Electronic_check,79.2
1356,1960-UYCNN,0,Male,0,0,0,10,1,Yes,Fiber_optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic_check,95.25
1357,1963-SVUCV,1,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic_check,45.3
1358,1963-VAUKV,1,Female,0,0,0,1,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,20.4
1359,1964-SVLEA,0,Male,0,0,0,20,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,1,Mailed_check,19.7
1360,1965-AKTSX,1,Female,1,0,0,14,1,Yes,Fiber_optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic_check,78.95
1361,1965-DDBWU,1,Male,0,0,0,16,1,Yes,Fiber_optic,No,No,No,Yes,No,Yes,Month-to-month,1,Credit_card_(automatic),89.05
1362,1970-KKFWL,0,Female,0,0,0,35,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Bank_transfer_(automatic),23.3
1363,1971-DTCZB,0,Female,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,1,Bank_transfer_(automatic),90.95
1365,1972-XMUWV,0,Female,0,1,0,65,1,No,DSL,No,No,No,Yes,Yes,No,Two_year,1,Credit_card_(automatic),59.8
1367,1976-AZZPJ,0,Male,0,1,0,7,0,No_phone_service,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed_check,34.2
1368,1976-CFOCS,1,Female,1,1,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic_check,46.0
1369,1977-STDKI,1,Female,1,0,0,1,1,No,Fiber_optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic_check,73.0
1370,1980-KXVPM,1,Female,1,0,0,3,1,Yes,Fiber_optic,No,No,No,No,No,No,Month-to-month,1,Credit_card_(automatic),75.05
1371,1981-INRFU,1,Female,0,0,0,2,1,No,Fiber_optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic_check,79.75
1372,1982-FEBTD,0,Female,0,1,1,23,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,1,Credit_card_(automatic),25.6
1373,1984-FCOWB,1,Female,0,1,0,70,1,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,One_year,1,Electronic_check,109.5
1374,1984-GPTEH,0,Female,0,0,0,29,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Electronic_check,25.15
1375,1985-MBRYP,0,Female,0,0,0,43,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,1,Bank_transfer_(automatic),19.65
1376,1986-PHGZF,0,Male,1,0,0,18,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit_card_(automatic),58.4
1377,1987-AUELQ,0,Female,0,1,0,71,1,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,0,Credit_card_(automatic),25.05
1378,1989-PRJHP,1,Male,1,1,0,27,1,Yes,Fiber_optic,No,No,No,No,No,No,Month-to-month,1,Electronic_check,75.5
1379,1991-VOPLL,0,Female,0,0,0,9,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,0,Mailed_check,19.05
1380,1996-DBMUS,0,Female,1,1,0,48,1,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,1,Bank_transfer_(automatic),70.65
1381,1998-VHJHK,0,Female,0,0,0,27,1,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One_year,0,Mailed_check,19.15
1382,2000-DHJUY,0,Female,1,1,0,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,1,Bank_transfer_(automatic),92.2
1383,2000-MPKCA,0,Female,0,0,0,58,1,Yes,Fiber_optic,Yes,Yes,Yes,No,Yes,Yes,One_year,1,Electronic_check,107.75
1384,2001-EWBQU,0,Female,0,0,0,60,1,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Two_year,0,Electronic_check,104.7
1385,2001-MCUUW,0,Male,0,0,0,46,1,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Two_year,0,Electronic_check,108.65
